Type,ID,SKU/SELECTION,NAME/DESCRIPTION,UNIT,QYT,Brands,Attribute 1 value(s),PRICE,WHOLESALE PRICE,VAT  TYPE,DISC %,DISCOUNT,EXCLUSIVE,VAT,TOTAL,Description ( WEBSITE ),Categories
simple,31914-9,VIPERPLUS-9,"Category III  Shoulder Length Vipe Plus, chemical glove, Dromex - Size 9",,,Dromex,Size: 9,R 117.00,R 113.00,,,,,,,"DROMEX Category III Shoulder length chemical glove, Size 9 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31914-10,VIPERPLUS-10,"Category III  Shoulder Length Vipe Plus, chemical glove, Dromex - Size 10",,,Dromex,Size: 10,R 117.00,R 113.00,,,,,,,"DROMEX Category III Shoulder length chemical glove, Size 9 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31915,H1-40,"Industrial Rubber Gloves (Black/Orange)  Smooth Palm, Rolled Cuff, Elbow 40cm length Dromex",,,Dromex,"Size: 40cm
Colour: Black/Orange",R 28.00,R 27.00,,,,,,,"Smooth Palm, Rolled Cuff, Elbow 40cm length - 40cm by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31916,H2-40,"Industrial Rubber Gloves (Black/Orange) Rough Palm, Rolled Cuff, Elbow 40cm length Dromex",,,Dromex,"Size: 40cm
Colour: Black/Orange",R 36.00,R 34.00,,,,,,,"Rough Palm, Rolled Cuff, Elbow 40cm length - 40cm by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31917,H2-55,"Industrial Rubber Gloves (Black/Orange) Rough Palm, Rolled Cuff, Shoulder 55cm length Dromex",,,Dromex,"Size: 55cm
Colour: Black/Orange",R 46.00,R 45.00,,,,,,,"Rough Palm, Rolled Cuff, Shoulder 55cm length - 55cm by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31918-7,55LF-7,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove Dromex - Size 7",,,Dromex,Size: 7,R 79.00,R 76.00,,,,,,,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31918-8,55LF-8,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove Dromex - Size 8",,,Dromex,Size: 8,R 79.00,R 76.00,,,,,,,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31918-9,55LF-9,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove Dromex - Size 9",,,Dromex,Size: 9,R 79.00,R 76.00,,,,,,,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31918-10,55LF-10,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove Dromex - Size 10",,,Dromex,Size: 10,R 79.00,R 76.00,,,,,,,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31918-11,55LF-11,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove Dromex - Size 11",,,Dromex,Size: 11,R 79.00,R 76.00,,,,,,,"CUT 5 Seamless Liner, Extended knitwrist Food series Glove  TaeKi5 Heat & Cut, FOOD glove by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31920-XS-Green,RTCMG-01-XS,"Chain Mail Wrist Length 5 Finger Ambidextrous 5 finger wrist length, size XS (Green Cuff) Dromex - Size XS, Colour Green",,,Dromex,"Size: XS
Colour: Green","R 1,444.00","R 1,502.00",,,,,,,"Chain mail 5 finger wrist length, size XS (Green Cuff) by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31920-S-Green,RTCMG-01-XS,"Chain Mail Wrist Length 5 Finger Ambidextrous 5 finger wrist length, size XS (Green Cuff) Dromex - Size S, Colour Green",,,Dromex,"Size: S
Colour: Green","R 1,444.00","R 1,502.00",,,,,,,"Chain mail 5 finger wrist length, size XS (Green Cuff) by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31920-M-Green,RTCMG-01-XS,"Chain Mail Wrist Length 5 Finger Ambidextrous 5 finger wrist length, size XS (Green Cuff) Dromex - Size M, Colour Green",,,Dromex,"Size: M
Colour: Green","R 1,444.00","R 1,502.00",,,,,,,"Chain mail 5 finger wrist length, size XS (Green Cuff) by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31920-L-Green,RTCMG-01-XS,"Chain Mail Wrist Length 5 Finger Ambidextrous 5 finger wrist length, size XS (Green Cuff) Dromex - Size L, Colour Green",,,Dromex,"Size: L
Colour: Green","R 1,444.00","R 1,502.00",,,,,,,"Chain mail 5 finger wrist length, size XS (Green Cuff) by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31920-XL-Green,RTCMG-01-XS,"Chain Mail Wrist Length 5 Finger Ambidextrous 5 finger wrist length, size XS (Green Cuff) Dromex - Size XL, Colour Green",,,Dromex,"Size: XL
Colour: Green","R 1,444.00","R 1,502.00",,,,,,,"Chain mail 5 finger wrist length, size XS (Green Cuff) by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31921,50-135TY,"Seamless Heat & Cut Resistant Sleeve DROMEX (65mm Ø) Sleeve, 35cm long with thumb hole Dromex",,,Dromex,Size: 35cm,R 57.00,R 55.00,,,,,,,"Seamless Heat & Cut Resistant Sleeve DROMEX (65mm Ø) Sleeve, 35cm long with thumb hole by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31923,50-60THV,Seamless Heat & Cut Resistang HI VIZ Sleeve - DROMEX 60cm,,,Dromex,Size: 60cm,R 89.00,R 85.00,,,,,,,"Seamless Heat & Cut Resistang HI VIZ Sleeve - DROMEX 60cm - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31924,TAEKI-APRON-60120,Heat and Cut Resistant Apron with Adjustable Straps Taeki5 Cut & Heat apron 60x120cm - Fully Adjustable Dromex,,,Dromex,Size: 60cmx120cm,R 772.00,R 743.00,,,,,,,"Heat and Cut Resistant Apron with Adjustable Straps Taeki5 Cut & Heat apron 60x120cm - Fully Adjustable  - standard polyethylene disposable apron with 15 micron thickness balancing protection and cost for general food service and light cleaning. Waterproof construction prevents liquid penetration. Suitable for restaurants, cafeterias, and commercial kitchens.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31926,TAEKI-JACKET,"Heat and Cut Resistant Head, Neck & Body Protection - Taeki5 Cut & Heat JACKET with HOOD Dromex",,,Dromex,Colour:,"R 2,059.00","R 1,980.00",,,,,,,"Heat and Cut Resistant Head, Neck & Body Protection - Taeki5 Cut & Heat JACKET with HOOD by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31928-7-Blue,MIIZU300BLU-7,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE Dromex - Size 7, Colour Blue",,,Dromex,"Size: 7
Colour: Blue",R 17.00,R 16.00,,,,,,,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE, palm coated , Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31928-8-Blue,MIIZU300BLU-8,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE Dromex - Size 8, Colour Blue",,,Dromex,"Size: 8
Colour: Blue",R 17.00,R 16.00,,,,,,,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE, palm coated , Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31928-9-Blue,MIIZU300BLU-9,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE Dromex - Size 9, Colour Blue",,,Dromex,"Size: 9
Colour: Blue",R 17.00,R 16.00,,,,,,,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE, palm coated , Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31928-10-Blue,MIIZU300BLU-10,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE Dromex - Size 10, Colour Blue",,,Dromex,"Size: 10
Colour: Blue",R 17.00,R 16.00,,,,,,,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE, palm coated , Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31928-11-Blue,MIIZU300BLU-11,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE Dromex - Size 11, Colour Blue",,,Dromex,"Size: 11
Colour: Blue",R 17.00,R 16.00,,,,,,,"Black Water based PU and Micro Foam Palm Coated - MIIZU300 BLUE, palm coated , Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-6-Green,MIIZU300HI-6,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 6, Colour Green",,,Dromex,"Size: 6
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-7-Green,MIIZU300HI-7,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 7, Colour Green",,,Dromex,"Size: 7
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-8-Green,MIIZU300HI-8,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 8, Colour Green",,,Dromex,"Size: 8
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-9-Green,MIIZU300HI-9,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 9, Colour Green",,,Dromex,"Size: 9
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-10-Green,MIIZU300HI-10,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 10, Colour Green",,,Dromex,"Size: 10
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31929-11-Green,MIIZU300HI-11,"Mizu 300HI - HI VIZ Gloves Seamless Green - Black wear based PU and Nitirle Micro Foam Palm Coated   MIIZU 300HI, HI VIZ, palm coated Dromex - Size 11, Colour Green",,,Dromex,"Size: 11
Colour: Green",R 17.00,R 16.00,,,,,,,"MIIZU 300HI, HI VIZ, palm coated, size Size: 6 | 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31930-7-Black,MIIZULFM4001W-7,"MIIZU 400 THERMAL, HI VIZ, WINTER, Seamless Y HI-VIZ Gloves - Black Latex Micto Palm  Dromex - Size 7, Colour Black",,,Dromex,"Size: 7
Colour: Black",R 53.00,R 51.00,,,,,,,"Seamless Y HI-VIZ Gloves - Black Latex Micto Palm MIIZU 400 THERMAL, HI VIZ, WINTER, Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31930-8-Black,MIIZULFM4001W-8,"MIIZU 400 THERMAL, HI VIZ, WINTER, Seamless Y HI-VIZ Gloves - Black Latex Micto Palm  Dromex - Size 8, Colour Black",,,Dromex,"Size: 8
Colour: Black",R 53.00,R 51.00,,,,,,,"Seamless Y HI-VIZ Gloves - Black Latex Micto Palm MIIZU 400 THERMAL, HI VIZ, WINTER, Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31930-9-Black,MIIZULFM4001W-9,"MIIZU 400 THERMAL, HI VIZ, WINTER, Seamless Y HI-VIZ Gloves - Black Latex Micto Palm  Dromex - Size 9, Colour Black",,,Dromex,"Size: 9
Colour: Black",R 53.00,R 51.00,,,,,,,"Seamless Y HI-VIZ Gloves - Black Latex Micto Palm MIIZU 400 THERMAL, HI VIZ, WINTER, Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31930-10-Black,MIIZULFM4001W-10,"MIIZU 400 THERMAL, HI VIZ, WINTER, Seamless Y HI-VIZ Gloves - Black Latex Micto Palm  Dromex - Size 10, Colour Black",,,Dromex,"Size: 10
Colour: Black",R 53.00,R 51.00,,,,,,,"Seamless Y HI-VIZ Gloves - Black Latex Micto Palm MIIZU 400 THERMAL, HI VIZ, WINTER, Size: 7 | 8 | 9 | 10 | 11 by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
simple,31931-7,PU5-7,CUT 4 Seamlesss Liner with PU Coating Dromex PU5 Dromex - Size 7,,,Dromex,Size: 7,R 30.00,R 29.00,,,,,,,"Dromex PU5 CUT 4 GLOVE , Size: 7 | 8 | 9 | 10 - 4 g by Dromex - professional product designed for specific applications. Contact supplier for detailed specifications, usage guidelines, and technical information.","Workwear & PPE > Gloves, Workwear & PPE"
