product_slug,sku,name,Categories,categories_slug,category_slug,Brand,brand_slug_origenal,Image,URL,Attributes_origenal,attributes,Price,Regular,Price.1,Sale,Price.2,type,images,variant,description,short_description,stock,brand_slug
21,DG-OILTECH-KW-9,Dromex Oil -Tech Dura Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Oil-Tech Dura Glove features a durable grip coating and knitted wrist for secure, comfortable protection when handling oily or greasy materials. Its flexible construction allows for confident handling of tools and components. Suitable for automotive workshops, engineering and maintenance environments.",Oil-Tech glove with durable grip coating and knitted wrist for oil and grease handling.,10,dromex
21,DG-OILTECH-KW-10,Dromex Oil -Tech Dura Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Oil-Tech Dura Glove features a durable grip coating and knitted wrist for secure, comfortable protection when handling oily or greasy materials. Its flexible construction allows for confident handling of tools and components. Suitable for automotive workshops, engineering and maintenance environments.",Oil-Tech glove with durable grip coating and knitted wrist for oil and grease handling.,10,dromex
22,ULTICHEM-8,"Dromex Ultichem Nitrile Tripple Dipped, Non-Slip, Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""8""}",,,,,,,/02/imgi_44_ultichem-600x600-1-450x450-2.jpg,,"The Dromex Ultichem Triple-Dipped Nitrile Chemical Glove offers waterproof, non-slip protection for handling hazardous liquids and chemicals. Its triple-dipped nitrile construction provides a durable barrier against a range of substances. Suitable for chemical processing, cleaning and industrial environments requiring reliable liquid-resistant hand protection.","Triple-dipped nitrile chemical glove offering waterproof, non-slip protection.",10,dromex
22,ULTICHEM-9,"Dromex Ultichem Nitrile Tripple Dipped, Non-Slip, Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Ultichem Triple-Dipped Nitrile Chemical Glove offers waterproof, non-slip protection for handling hazardous liquids and chemicals. Its triple-dipped nitrile construction provides a durable barrier against a range of substances. Suitable for chemical processing, cleaning and industrial environments requiring reliable liquid-resistant hand protection.","Triple-dipped nitrile chemical glove offering waterproof, non-slip protection.",10,dromex
22,ULTICHEM-10,"Dromex Ultichem Nitrile Tripple Dipped, Non-Slip, Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Ultichem Triple-Dipped Nitrile Chemical Glove offers waterproof, non-slip protection for handling hazardous liquids and chemicals. Its triple-dipped nitrile construction provides a durable barrier against a range of substances. Suitable for chemical processing, cleaning and industrial environments requiring reliable liquid-resistant hand protection.","Triple-dipped nitrile chemical glove offering waterproof, non-slip protection.",10,dromex
23,ULTICHEMPLUS-8,"Dromex Ultichem - Plus, Tripple Dipped Cut 3 Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""8""}",,,,,,,/02/imgi_51_ultichemplus-600x600-1-450x450-2.jpg,,"The Dromex Ultichem-Plus Triple-Dipped Chemical Glove combines Cut Level 3 protection with a waterproof triple-dipped nitrile construction for hazardous liquid handling. Its robust design provides both chemical and mechanical protection in demanding environments. Suitable for chemical processing, waste handling and industrial cleaning applications.",Triple-dipped chemical glove with Cut Level 3 protection for hazardous liquid handling.,10,dromex
23,ULTICHEMPLUS-9,"Dromex Ultichem - Plus, Tripple Dipped Cut 3 Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Ultichem-Plus Triple-Dipped Chemical Glove combines Cut Level 3 protection with a waterproof triple-dipped nitrile construction for hazardous liquid handling. Its robust design provides both chemical and mechanical protection in demanding environments. Suitable for chemical processing, waste handling and industrial cleaning applications.",Triple-dipped chemical glove with Cut Level 3 protection for hazardous liquid handling.,10,dromex
23,ULTICHEMPLUS-10,"Dromex Ultichem - Plus, Tripple Dipped Cut 3 Waterproof Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Ultichem-Plus Triple-Dipped Chemical Glove combines Cut Level 3 protection with a waterproof triple-dipped nitrile construction for hazardous liquid handling. Its robust design provides both chemical and mechanical protection in demanding environments. Suitable for chemical processing, waste handling and industrial cleaning applications.",Triple-dipped chemical glove with Cut Level 3 protection for hazardous liquid handling.,10,dromex
24,0056-6,Dromex Nitirle EN Approved Categpry Iii - Industrial Chemical Gloves EN388 & 372,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""6""}",,,,,,,/04/1.png,,"The Dromex Nitrile Chemical Glove is certified to EN388 and EN374 standards, offering Category III protection for industrial chemical handling. Its nitrile construction provides a reliable barrier against a range of hazardous substances. Suitable for chemical processing, laboratories and industrial environments requiring certified chemical-resistant hand protection.",EN388 and EN374 certified Category III nitrile glove for industrial chemical handling.,10,dromex
24,0056-7,Dromex Nitirle EN Approved Categpry Iii - Industrial Chemical Gloves EN388 & 372,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""7""}",,,,,,,/04/1.png,,"The Dromex Nitrile Chemical Glove is certified to EN388 and EN374 standards, offering Category III protection for industrial chemical handling. Its nitrile construction provides a reliable barrier against a range of hazardous substances. Suitable for chemical processing, laboratories and industrial environments requiring certified chemical-resistant hand protection.",EN388 and EN374 certified Category III nitrile glove for industrial chemical handling.,10,dromex
24,0056-8,Dromex Nitirle EN Approved Categpry Iii - Industrial Chemical Gloves EN388 & 372,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""8""}",,,,,,,/04/1.png,,"The Dromex Nitrile Chemical Glove is certified to EN388 and EN374 standards, offering Category III protection for industrial chemical handling. Its nitrile construction provides a reliable barrier against a range of hazardous substances. Suitable for chemical processing, laboratories and industrial environments requiring certified chemical-resistant hand protection.",EN388 and EN374 certified Category III nitrile glove for industrial chemical handling.,10,dromex
24,0056-9,Dromex Nitirle EN Approved Categpry Iii - Industrial Chemical Gloves EN388 & 372,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Nitrile Chemical Glove is certified to EN388 and EN374 standards, offering Category III protection for industrial chemical handling. Its nitrile construction provides a reliable barrier against a range of hazardous substances. Suitable for chemical processing, laboratories and industrial environments requiring certified chemical-resistant hand protection.",EN388 and EN374 certified Category III nitrile glove for industrial chemical handling.,10,dromex
24,0056-10,Dromex Nitirle EN Approved Categpry Iii - Industrial Chemical Gloves EN388 & 372,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Nitrile Chemical Glove is certified to EN388 and EN374 standards, offering Category III protection for industrial chemical handling. Its nitrile construction provides a reliable barrier against a range of hazardous substances. Suitable for chemical processing, laboratories and industrial environments requiring certified chemical-resistant hand protection.",EN388 and EN374 certified Category III nitrile glove for industrial chemical handling.,10,dromex
25,VIPER-9,Dromex Category Iii Chemical Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Category III Chemical Glove provides certified protection for the safe handling of hazardous substances in industrial environments. Its durable construction offers a dependable barrier against chemical exposure. Suitable for chemical processing, cleaning and industrial applications requiring certified hand protection.",Category III certified chemical glove for safe handling of hazardous substances.,10,dromex
25,VIPER-10,Dromex Category Iii Chemical Glove,,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Category III Chemical Glove provides certified protection for the safe handling of hazardous substances in industrial environments. Its durable construction offers a dependable barrier against chemical exposure. Suitable for chemical processing, cleaning and industrial applications requiring certified hand protection.",Category III certified chemical glove for safe handling of hazardous substances.,10,dromex
26,VIPERPLUS-9,"Dromex Category Iii Shoulder Length Vipe Plus, Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""9""}",,,,,,,/04/1.png,,"The Dromex Category III Shoulder-Length Chemical Glove (Vipe Plus) provides extended-reach protection for handling hazardous substances in demanding environments. Its shoulder-length design offers additional coverage for the forearm during deep-immersion tasks. Suitable for chemical processing, waste handling and industrial cleaning applications requiring extended protection.",Category III shoulder-length chemical glove for extended-reach hazardous handling.,10,dromex
26,VIPERPLUS-10,"Dromex Category Iii Shoulder Length Vipe Plus, Chemical Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""10""}",,,,,,,/04/1.png,,"The Dromex Category III Shoulder-Length Chemical Glove (Vipe Plus) provides extended-reach protection for handling hazardous substances in demanding environments. Its shoulder-length design offers additional coverage for the forearm during deep-immersion tasks. Suitable for chemical processing, waste handling and industrial cleaning applications requiring extended protection.",Category III shoulder-length chemical glove for extended-reach hazardous handling.,10,dromex
27,H1-40-BLKO,"Dromex Industrial Rubber Gloves Smooth Palm, Rolled Cuff, Elbow Length",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""40cm"",""Colour"":""Black/Orange""}",,,,,,,/04/1.png,,"The Dromex Industrial Rubber Glove features a smooth palm and rolled cuff in an elbow-length design for reliable wet-work protection. Its durable rubber construction provides a dependable barrier against water and general workplace liquids. Suitable for cleaning, agriculture and general industrial wet-work applications.",Elbow-length rubber glove with smooth palm and rolled cuff for wet-work protection.,10,dromex
28,H2-40-BLKO,"Dromex Industrial Rubber Gloves Rough Palm, Rolled Cuff, Elbow Length",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""40cm"",""Colour"":""Black/Orange""}",,,,,,,/04/1.png,,"The Dromex Industrial Rubber Glove features a textured rough palm for enhanced grip, combined with a rolled cuff in an elbow-length design for wet-work protection. Its durable rubber construction offers reliable coverage during demanding wet tasks. Suitable for cleaning, agriculture and general industrial applications.",Elbow-length rubber glove with rough palm grip and rolled cuff for wet-work protection.,10,dromex
29,H2-55-BLKO,"Dromex Industrial Rubber Gloves Rough Palm, Rolled Cuff, Shoulder Length",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""55cm"",""Colour"":""Black/Orange""}",,,,,,,/04/1.png,,"The Dromex Industrial Rubber Glove offers a shoulder-length design with a rough palm grip for extended-reach wet-work protection. Its durable rubber construction provides reliable coverage during deep-immersion tasks. Suitable for cleaning, agriculture and industrial applications requiring extended wet-work protection.",Shoulder-length rubber glove with rough palm grip for extended-reach wet-work protection.,10,dromex
30,55LF-7,"Dromex Food Series Glove TaeKi5 Heat & Cut, Food Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""7""}",,,,,,,/02/imgi_35_55LF_HR-768x768-1-300x300-2.jpg,,"The Dromex TaeKi5 Food-Grade Glove combines heat and cut resistance with food-safe materials suitable for food preparation environments. Its seamless TaeKi5 construction provides a comfortable, flexible fit for demanding kitchen tasks. Suitable for commercial kitchens, food processing and catering environments requiring both hygiene and protection.",TaeKi5 food-grade glove offering heat and cut resistance for food preparation environments.,10,dromex
30,55LF-8,"Dromex Food Series Glove TaeKi5 Heat & Cut, Food Glove",,"gloves-workwear-and-ppe, workwear-and-ppe",,Dromex,dromex,,,,"{""Size"":""8""}",,,,,,,/04/1.png,,"The Dromex TaeKi5 Food-Grade Glove combines heat and cut resistance with food-safe materials suitable for food preparation environments. Its seamless TaeKi5 construction provides a comfortable, flexible fit for demanding kitchen tasks. Suitable for commercial kitchens, food processing and catering environments requiring both hygiene and protection.",TaeKi5 food-grade glove offering heat and cut resistance for food preparation environments.,10,dromex
